Gene_Symbol,U_statistic,P_value,FDR
RPL31P52,98765.0,0.4142521070752274,
RPSAP72,100076.5,0.5895373813101734,
ZNF299P,102154.5,0.737407618107079,
ATF1P1,100329.0,0.17454600855019498,
ZNF602P,101541.0,0.8337786598509149,
HSPA8P15,99570.0,0.5220899187930479,
NGRNP4,103205.5,0.8592383115984944,
MBL3P,94576.5,0.05183693284041945,
BTBD10P2,99254.5,0.47807995490188915,
CATSPERZ,106659.0,0.14558123815074073,
TAFA5,111960.0,0.03873586649922465,
RPL23P8,106062.0,0.436440315715393,
RPSAP42,99668.0,0.13403092761891264,
RPS2P29,101230.0,0.7814755650007611,
NBPF1,99991.0,0.5836035033720071,
TPT1P8,101131.0,0.7397259426737827,
FTH1P8,105646.5,0.4918130900107187,
SELENOKP2,99836.0,0.4644912421417021,
UMAD1,94849.0,0.09458353588020603,
RPL17P25,101428.0,0.8063201462156012,
CCDC59P1,101662.0,0.8455467310456217,
ZPR1P1,94979.5,0.09758307502969894,
NGRNP2,103012.0,0.7751363099724431,
HNRNPA1P58,104307.0,0.6321288379131549,
NCSTNP1,102555.0,0.9612191001381236,
PPP1R3G,96572.0,0.19524786323893717,
HIGD1AP16,100643.5,0.6664707411941153,
FAM228B,88726.5,0.002616618575903888,
CYCSP17,103288.0,0.3499690102894478,
BMPR1AP1,101942.0,0.9030254121434277,
GCNT1P4,103877.0,0.5568176128922264,
ZNF433-AS1,102414.0,0.9850943984742055,
BECN1P2,101559.5,0.16495194915163303,
NUP50P2,104140.5,0.7200571787451946,
FGF7P8,97385.0,0.2636685005640823,
PTCHD3P3,102211.5,0.9404583751791968,
RAP1BP3,102022.5,0.8694401953232544,
MARK2P18,107671.5,0.19276727399389337,
RPL26P20,98759.5,0.12763032841382801,
NUP50P4,96129.5,0.06112134352998638,
CD83P1,103708.0,0.5636653486581806,
RPL32P16,101603.5,0.8447794737434349,
VN1R11P,101293.0,0.6119092316808752,
RPSAP45,104491.0,0.6632322154459223,
RPL21P67,99721.5,0.471895034177913,
OSTCP6,102275.5,0.9519141029399949,
PPIAP9,101760.5,0.8716972634251655,
ATP5PBP6,105378.0,0.3696151829899137,
ARF1P1,101349.0,0.508077149837022,
RPL23AP47,101912.5,0.8848213745741681,
RPL31P28,104332.0,0.6583244114400677,
BRK1P1,105111.5,0.23791390574245552,
GAPDHP42,93381.0,0.04271661554725525,
ZSCAN12P1,103030.0,0.9078900758407572,
RPL35P3,113729.5,0.010502590095620164,
OR7E104P,100293.0,0.4981473769546637,
GAPDHP67,97666.5,0.2523836196638912,
RPL12P8,106255.5,0.41191620628202985,
SPTLC1P3,103248.0,0.6695568233777593,
KRT18P50,100507.0,0.2823262409215891,
BTF3P7,111175.0,0.05787184538263303,
RPS26P29,99823.5,0.47404594379040677,
LINGO3,114764.0,0.007369177690026314,
RPL7P27,107040.5,0.21063987693017194,
LAP3P1,103201.0,0.7937859532686008,
RPL21P64,101570.0,0.6391907707275916,
MTCYBP4,96731.5,0.04970929291087394,
MRPL32P1,102826.0,0.8026309149011267,
CPSF1P2,101389.5,0.45184189403424413,
HNRNPA1P12,113212.0,0.019255094032033283,
LINC02076,105830.5,0.46678860061741057,
MTRES1P1,100374.0,0.2514345273697619,
HMGB3P18,99420.5,0.04535170961945119,
ZGLP1,115539.0,0.004385345802620799,
VAMP2,88658.0,0.002490557842306877,
OR4F1P,102188.5,0.42731564925409493,
RPS24P12,97874.0,0.2972490513019177,
ZNF402P,99181.5,0.3738711839820864,
ACTBP8,105955.5,0.44987220964573726,
HNRNPH1P1,97730.5,0.29734740009055605,
RPL35AP18,102884.0,0.5908045661165324,
H2BC19P,112510.5,0.028722753405002084,
MTCO1P56,100845.0,0.04957024354090958,
PPIAP74,112094.5,0.026080009788582166,
H3P28,99746.5,0.27466020381134737,
GPR166P,104826.5,0.4745012593200393,
GSTA8P,105306.0,0.48597162527440574,
KRT8P42,103932.0,0.7535034939041307,
FCF1P5,95224.5,0.09710647299299935,
PTPN11P3,104689.5,0.6298997773536406,
TUBB3P1,98850.5,0.2696399732202389,
RPS3P4,109121.5,0.14796824894069738,
SLC25A51P1,103582.0,0.5620983063373419,
YAP1P1,92735.5,0.027106376891301905,
EIF4EBP2P3,101249.0,0.3074630597538064,
MTND4LP20,102790.5,0.6683596516246209,
PGAM1P10,102258.0,0.9417597050188474,
ASS1P1,93993.5,0.06303008570801454,
PPIHP2,93239.0,0.006690806392219894,
RPL5P19,98869.5,0.012853677604207974,
HMGB1P13,99796.5,0.23556981788179354,
PKMP3,102500.0,,
HTR5A-AS1,104323.5,0.24067642477288054,
VN1R12P,96468.5,0.12972532435939804,
RPL35P2,114235.5,0.007891494048936487,
DDX18P6,100542.0,0.43731303645443365,
TUBBP9,91191.5,0.006847594523077084,
SSR1P1,100808.5,0.30725224052930056,
RPL34P14,99602.5,0.5261478263209349,
KRASP1,101687.0,0.6322679743659525,
RCC2P7,107630.0,0.1847178566132277,
TFB2MP1,94594.5,0.08410994350721093,
RPL17P23,97183.5,0.09741655589089555,
OR1F12P,106060.5,0.40856143481451446,
H3P27,103338.5,0.5471363553441696,
MTND3P20,102287.0,0.6384197309906391,
CMPK1P1,102830.0,0.9090093818114134,
RPL5P18,100495.5,0.6601562276406661,
C11orf98P2,102423.0,0.9577100933155182,
ISG20L2P1,105616.5,0.18515165796455968,
RPL21P28,93342.5,0.045405003217978364,
VN1R10P,97257.5,0.02250292191051944,
BOLA2P3,110681.0,0.07123660649547911,
RPSAP44,105977.5,0.40549501672612787,
MTMR9LP,101063.5,0.7536894258982416,
RPL21P119,100019.5,0.5878864110500511,
LINC01881,91879.0,0.02030464036928463,
NDUFA5P9,102750.0,0.830256948039216,
RPL21P16,99745.0,0.547252790792992,
RPS18P9,84748.0,0.0001049493062113491,
HSPE1P26,96913.5,0.21214941551059407,
MRPL35P1,100557.0,0.38809429303036747,
DNAJC19P6,104235.0,0.5151932063499021,
H3C9P,110798.0,0.069820223923481,
MESTP1,92461.5,0.025712550780640563,
LL22NC03-63E9.3,98784.5,0.36032524759600226,
LINC02531,100923.5,0.4800517547862472,
OSTCP4,106024.0,0.39601557689431466,
IGBP1-AS2,101735.5,0.8572518391280841,
HNRNPA1P41,108926.0,0.15978039287393087,
TRIM51G,103254.0,0.721274799195183,
SNORD88C,102500.0,,
RNU6ATAC29P,102815.5,0.8641408498658637,
MIR1323,102900.0,0.3770041405408042,
RNU6ATAC19P,103300.0,0.21050203642249266,
MIR1250,110511.0,0.024397280476073698,
MIR1231,102489.0,0.9848620208508244,
MIR1272,102488.0,0.9940945164750744,
MIR1193,102173.0,0.7510090935080135,
RNU6ATAC7P,99768.0,0.3988294859419895,
MIR1286,103756.5,0.6193234634340338,
U3,101990.0,0.7948929017771249,
U3,101987.5,0.02371979960213854,
U3,115111.0,0.005714317022851465,
RNU6ATAC38P,101462.0,0.7572637480724037,
MIR1266,105270.0,0.17643022046540813,
MIR1302-3,102500.0,,
RNU6ATAC6P,101856.0,0.6787555852652061,
MIR1296,99759.5,0.40024004610139985,
MIR1233-2,102500.0,,
SNORD111,104771.5,0.51535641212446,
MIR320D2,101462.0,0.10417438046312508,
MIR1302-5,104991.5,0.2622577128132222,
SNORA11B,107556.5,0.11143262297293308,
RNU6ATAC30P,102290.0,0.9181195742593745,
SNORD110,102500.0,,
MIR1224,102787.5,0.6715886789001215,
U3,102500.0,,
SNORA11F,100962.5,0.7369843862478256,
MIR1207,102500.0,,
MIR548M,102187.5,0.4258310110879988,
MIR1184-2,102500.0,,
MIR1253,102500.0,,
MIR1262,102277.5,0.9317082171106743,
RNU6ATAC15P,103187.5,0.39766252818686876,
MIR548E,101019.5,0.6289086014504117,
RNU6ATAC27P,106072.5,0.39999940384779087,
MIR1305,103867.0,0.3543414286784409,
MIR548L,99606.5,0.4664897405171109,
MIR1285-2,102657.0,0.8762012485709139,
MIR1258,102600.0,0.6602866235628881,
SNORD88A,113052.5,0.014707356402527008,
MIR1263,103100.0,0.2786697027720584,
RNU6ATAC37P,102186.5,0.4243493875101214,
MIR1208,96827.5,0.028561254317390674,
MIR548P,102173.0,0.9077688278473757,
MIR1284,103540.0,0.7409796182798107,
MIR1255A,93940.0,0.0075159271083432445,
MIR1302-8,104187.0,0.6800743971997648,
MIR1237,101560.5,0.1654018604459473,
MIR548I2,101851.0,0.8536437518849531,
MIR1289-2,102368.5,0.8876584188955964,
MIR663B,104174.0,0.16496778832781356,
MIR548T,102844.0,0.9082759700075599,
SNORA79,110328.5,0.005697478921753536,
MIR548I3,103293.0,0.3469182461131354,
MIR1200,102602.5,0.9555151434121253,
MIR548Q,104696.5,0.2167157612403714,
U3,103183.0,0.4859578956185845,
MIR548K,102965.5,0.8673851553795419,
RNU6ATAC18P,89632.5,0.004409065176647021,
U3,101861.0,0.4134395867032198,
MIR548F5,102386.5,0.8230748384514273,
MIR1288,105325.5,0.1565170941007656,
RNU6ATAC20P,101844.0,0.5507489592414874,
MIR1228,103300.0,0.21050203642249266,
MIR548G,103193.5,0.3935538654145382,
MIR1265,100111.0,0.03309147907981356,
RNU6ATAC23P,100003.5,0.08360380034030139,
SNORD88B,102500.0,,
RNU6ATAC8P,101796.0,0.8371893566577192,
MIR1295A,102929.0,0.7221850485781687,
MIR1302-6,102373.0,0.8656631027465832,
MIR1229,103678.5,0.3363556133885115,
SNORD3J,103166.0,0.8332290575580663,
MIR320B2,109817.5,0.10831076655836014,
MIR1238,102370.0,0.8625086021016555,
MIR1227,102078.0,0.5091523235745479,
SNORA81,102500.0,,
MIR1283-1,102688.0,0.7690141517596814,
MIR1294,102500.0,,
MIR548F3,104164.0,0.2433795370648928,
RNU4ATAC16P,105265.0,0.3938836061266491,
RNU6ATAC31P,100222.0,0.04622862379361971,
MIR548F4,102188.5,0.42731564925409493,
MIR1301,105303.0,0.3177279941878737,
U3,102587.5,0.8842301117991886,
MIR1202,101452.0,0.2970757492336772,
SNORA11C,102123.5,0.746648543199755,
U3,102500.0,,
MIR1277,101140.5,0.2594866059595229,
MIR1271,99906.5,0.3371154946539734,
MIR548AJ2,102772.0,0.7554716195122181,
RNU6ATAC11P,103434.5,0.5966190301599759,
SNORA11D,102500.0,,
MIR1827,102467.5,0.990548637565752,
MIR1251,101534.5,0.45215078613523974,
SNORA2C,108579.0,0.16773437160677573,
MIR320C1,106860.5,0.2683589337569542,
MIR548I4,102588.5,0.8829089628779806,
U3,102500.0,,
SNORD100,102775.0,0.9521706180018094,
MIR1245A,102600.0,0.6602866235628881,
RNU6ATAC40P,95072.5,0.028177253040640008,
MIR548O,101956.5,0.8857716469318864,
SNORD111B,101183.5,0.5867589696788025,
RNU6ATAC16P,112347.5,0.02979516367995486,
MIR1285-1,96826.5,0.2135002858130517,
MIR1185-1,102377.0,0.8698724265686479,
RNU6ATAC41P,101956.5,0.5038036396685659,
MIR1184-1,102500.0,,
MIR548H1,101049.0,0.6006771484109792,
SNORD99,117061.5,0.0014640113166242263,
MIR1180,107551.0,0.1549632707956035,
MIR1255B2,98427.5,0.06686245802827616,
MIR1283-2,101978.0,0.38276294421802093,
MIR1303,102431.0,0.9838708340833421,
RNU6ATAC10P,101655.5,0.7783953728522399,
MIR1269A,103344.5,0.5442707986330758,
RNU6ATAC42P,99511.5,0.2967935618231168,
RNU6ATAC35P,89392.5,0.0017790866864042733,
RNU6ATAC33P,103281.0,0.35426858313155096,
RNU6ATAC21P,101977.0,0.38185121323645255,
MIR1226,102648.0,0.8832680967741303,
MIR1261,99815.0,0.010772450539974577,
MIR548F1,101777.0,0.15283090448612413,
MIR1249,107586.5,0.25975530642184286,
RNU4ATAC2P,101462.0,0.4560381089747677,
MIR1184-3,102500.0,,
MIR1293,104173.5,0.5827760250595416,
MIR1185-2,101460.0,0.21730084297237806,
MIR548H4,102387.5,0.8246149693252702,
MIR1302-4,102076.0,0.5071444510583446,
MIR1179,101546.0,0.2740677847409031,
U3,102061.0,0.6027593585577162,
MIR1276,104074.0,0.6815943943787395,
U3,101791.0,0.748775629096036,
MIR1268A,100293.5,0.3553485866258561,
SNORA77,87535.0,0.0010175950503951944,
MIR1233-1,102600.0,0.6602866235628881,
MIR1267,103633.0,0.5081636940728973,
MIR1225,102159.5,0.6965306697306135,
MIR1290,94319.0,0.001746437640315404,
MIR548N,104994.5,0.42694577293359803,
U3,102376.0,0.86881974506716,
RNU6ATAC,94587.5,0.06452556961346725,
MIR1278,101639.5,0.6531091145331105,
MIR1275,102982.5,0.5191970326983333,
MIR548H3,104360.5,0.1704318875314661,
MIR302E,102389.5,0.8276972518375888,
SNORA11E,102500.0,,
MIR1298,102077.0,0.5081478670766214,
SNORA11,118525.5,0.0004624670577340772,
SNORA3C,100007.5,0.08765923928169793,
RNU6ATAC25P,103298.0,0.6488920669656302,
MIR548I1,98418.0,0.2887043139508888,
MIR1203,103358.0,0.7956053662716753,
SNORD93,94605.0,0.061745984744222125,
MIR1197,102073.0,0.5041404596591998,
SNORA11G,102500.0,,
MIR1260A,102500.0,,
MIR548J,106155.5,0.11447301453874462,
MIR1289-1,104416.5,0.6122258292177322,
MIR1302-7,102286.0,0.6368405934261772,
MIR1205,103176.5,0.8538514976168579,
MIR548F2,103032.5,0.8020778812600513,
MIR1183,98766.0,0.04676979782406052,
MIR1252,104084.0,0.32190686538906765,
MIR1282,102500.0,,
MIR548H2,102590.5,0.8802676455306657,
SNORD23,102500.0,,
RNU6ATAC34P,99636.0,0.159981555506856,
MIR1256,101000.0,0.49407709517288223,
OR6B1,90808.5,0.00026118173781497213,
PPP3CB-AS1,94238.5,0.07105911220868627,
EBF2,87018.5,0.000717687874805914,
GAS8-AS1,104361.5,0.6842595280527035,
PEX39,120382.5,9.330617404926005e-05,
PPP3R1,87726.5,0.0012464719421817975,
PSG3,89838.5,0.0009976700059482365,
FANCG,115066.0,0.006038738738973956,
OR2A5,93472.0,0.03901154076552321,
KRTAP10-9,100704.5,0.14938435872448913,
AP4M1,117646.5,0.0009345250766804741,
OR4A5,102976.0,0.6081124880704303,
SPATA31H1,101859.5,0.8887820560642786,
DPP3P2,105345.5,0.3795246733900681,
LINC02902,90951.5,0.008863852398256515,
KRTAP1-5,93026.5,0.01960442678962205,
TAS2R41,101213.5,0.5365396217742457,
OR2A12,89348.5,0.002914470873294233,
KRTAP10-10,104581.5,0.073774561047103,
KRTAP12-2,102727.0,0.8707327974317819,
PLXNA4,87832.0,0.001350743831899951,
MAGEA3,112602.5,0.00762706302350382,
CEBPD,105049.0,0.5776168896441151,
ZNF816-ZNF321P,102500.0,,
PSG7,101160.0,0.6029529108148102,
MRPS21P3,101145.5,0.6748327272248726,
KRTAP1-3,93960.0,0.011616856719124382,
OR3A2,87039.5,0.0006949171739209729,
ARIH2OS,109156.0,0.14586763458278026,
FAM200C,101008.5,0.7445785017430463,
HMSD,111557.5,0.04771754962703406,
OR1C1,102766.5,0.9372615959343451,
NPTXR,104884.0,0.6024955424847365,
FAM218BP,102500.0,,
POM121L12,102670.0,0.866011124927383,
FAM200A,109087.0,0.1500919744530596,
OR2F2,104439.5,0.2417017013952738,
PPP2R2A,100118.5,0.6028761727917625,
C19orf73,112693.5,0.025930041805471673,
ZNF880,102692.0,0.9666227477553759,
TRIM16,101309.5,0.7948443341150345,
DENND10P1,96704.5,0.20541526166891189,
OR6X1,101791.5,0.596961864011996,
HEPN1,102500.0,,
OR2A25,94309.0,0.032299370687705,
TAS2R40,96855.5,0.07414080295049733,
OR2A14,96387.5,0.1246514940503135,
TIGD1,101994.0,0.9120476740044317,
FXYD7,105583.5,0.500474796216223,
XKR9,89506.5,0.004524265820704207,
LINC01465,105024.0,0.581355012552391,
LINC02897,107984.0,0.23084221879107292,
OR4C12,103941.5,0.3005386395794901,
SLC12A8,112511.0,0.028714796117611862,
KIR2DS4,105553.5,0.4975172633365096,
TMEM14EP,97862.0,0.28705247311546933,
APOL6,96751.5,0.2091206065896407,
FADS3,92571.5,0.03005589168259514,
OR2A1,91318.5,0.014499251127901843,
TTC4P1,101662.5,0.8444669214213851,
OR4E2,101692.0,0.7422006452141887,
CCNL2,106602.0,0.3701390842396943,
UBA52,107827.5,0.24442599448062474,
MYBPHL,110870.5,0.06563316707738749,
PPT2,90206.5,0.0072285853669234075,
OR2A2,97381.0,0.09465426586865883,
EXOC3-AS1,116210.5,0.002737685554375324,
ZNF630,100095.0,0.5993024621878353,
OR52B4,100359.0,0.37665485263394494,
LINC02860,94116.5,0.037798500452586856,
LINC01118,94653.5,0.08643637096350937,
BTBD19,90663.0,0.00969908712116688,
FAM185A,104938.0,0.5943003617523386,
RAB6C,104748.0,0.6233566064727283,
C21orf140,102180.0,0.636941753756193,
URAHP,108836.5,0.1662143577183839,
HDAC4-AS1,107847.5,0.24265939190292396,
PSMB11,100769.5,0.6460639401646521,
LINC01124,108955.0,0.15839348118242336,
KIAA2012-AS1,107242.5,0.300109115740435,
POTEM,102608.0,0.9808891232021821,
IGLC6,111620.0,0.0455741368889942,
POTEJ,117422.5,0.0010570303132988357,
CYTOR,102366.5,0.9768154278818706,
POLR2F-AS1,95575.5,0.11933318715758703,
DCDC2B,112513.5,0.02867333924611461,
C10orf55,93272.5,0.043780663988024646,
RNU6-1165P,101901.5,0.894434193263313,
RNA5SP177,101546.0,0.2740677847409031,
RNU4-62P,103283.5,0.8630799862619973,
RNU4-86P,102446.0,0.9849940118545706,
RN7SKP154,104716.0,0.34244525644456836,
RN7SKP285,101371.0,0.7309346216493651,
MIR1915,102663.0,0.9260838129510981,
Y_RNA,102050.5,0.8208350236408707,
RNU2-3P,102850.0,0.8166370774315026,
RN7SKP110,103193.5,0.7600968726982701,
RNU6-721P,102786.5,0.6726663733995109,
RNU6-908P,103889.0,0.4956539722672588,
RNU2-65P,104280.5,0.49201295525098376,
RN7SKP32,101422.0,0.39413178928168324,
RN7SKP232,103010.5,0.8474230590470737,
RN7SKP117,100371.5,0.2885205714147743,
RNA5SP317,96269.5,0.17254799185930692,
RN7SKP148,103369.5,0.45527456108071374,
RN7SKP16,104300.0,0.6941311350398193,
RNU6-985P,102187.5,0.4258310110879988,
RNA5SP487,102486.0,0.9805376465332452,
RNU6-648P,102286.0,0.6368405934261772,
RNA5SP390,101847.5,0.8182919055594222,
RNU2-9P,102055.0,0.5978063844569765,
RNA5SP36,100345.5,0.1529896116530799,
RNU6-380P,102974.0,0.6096221737814134,
SNORA73,104672.5,0.33247523377057764,
RNU4-37P,102800.0,0.44460447140559267,
RNY4P30,102800.0,0.44460447140559267,
RNA5SP239,101652.0,0.4207985818794202,
RN7SKP218,102656.0,0.8769859810164037,
Y_RNA,102500.0,,
RN7SKP151,96019.0,0.050924983948079316,
RN7SKP266,104513.5,0.289796047688477,
RNU6-257P,103500.0,0.16112197291771557,
RN7SKP146,100535.0,0.16830617586104413,
RNU4-30P,101417.5,0.616912433780249,
RNA5SP181,100910.0,0.12240535205732325,
RN7SKP26,95721.5,0.1336016322389351,
RNA5SP156,99776.0,0.12551227980743435,
RNU4-26P,104090.0,0.32448502083638486,
RNA5SP266,102800.0,0.44460447140559267,
Y_RNA,102286.0,0.6368405934261772,
RNA5SP407,102385.5,0.8215353888099144,
RNA5SP129,93942.0,0.014121485050215406,
RNA5SP56,102486.0,0.9805376465332452,
RN7SKP65,104163.0,0.3696935598632507,
RNU6-588P,102171.5,0.9225774431762453,
RN7SKP129,100539.0,0.20254203445573637,
RNU2-17P,100872.5,0.7108882768242533,
Y_RNA,100533.0,0.5358401940351515,
RNU6-447P,102287.0,0.6384197309906391,
RNA5SP158,103124.5,0.6455972417642157,
RNU2-54P,101252.0,0.11005971233909327,
RNA5SP89,101761.0,0.42580915952181564,
RNA5SP163,102379.0,0.8719784796753769,
RNU2-43P,101960.5,0.5069512625037033,
RN7SKP156,102869.0,0.6822130591369695,
RNA5SP431,103169.5,0.5505952882559695,
MIR1471,102388.5,0.8261557757003049,
RNA5SP201,102500.0,,
RNU6-262P,95691.0,0.036879425630640277,
RNA5SP95,101079.0,0.4242503959597578,
RNU6-101P,97598.5,0.1932611871281389,
RN7SKP199,103083.0,0.45559178131042977,
RN7SKP114,104627.0,0.46076771269990724,
RNU6-757P,100702.5,0.6632917292876199,
RNU6-892P,98076.0,0.31427740914581026,
RNA5SP425,100803.5,0.6616958250405317,
RNU2-33P,95595.0,0.08023921558530638,
RN7SKP111,103777.0,0.25475837606640994,
RNU6-584P,111284.5,0.042842935631346654,
RNA5SP193,102688.0,0.7690141517596814,
RNU6-1043P,102453.0,0.9907196097132359,
RNU2-36P,102946.5,0.7696362378662835,
RNU6-1156P,98359.0,0.21926429031969819,
RNU2-21P,102488.0,0.983420507046806,
RNA5SP371,101602.5,0.5747213004771384,
RNU6-935P,103284.0,0.35242183921628767,
Y_RNA,97054.5,0.05335078280769369,
RNA5SP198,104803.0,0.13056989070374098,
RNA5SP178,103000.0,0.3229785694628664,
RN7SKP267,103376.0,0.3948500290375936,
RNU6-1118P,101633.0,0.46454242754604747,
RNA5SP118,99422.0,0.44280389329770076,
RNU6-1050P,100395.0,0.3830547364881276,
MIR1912,102187.5,0.4258310110879988,
RNU6-855P,103071.0,0.6415038125658978,
RNU2-2,102500.0,,
RNU6-1076P,101987.5,0.02371979960213854,
Y_RNA,99477.5,0.2632732453413307,
RN7SKP225,96815.5,0.06296731205985462,
RNU6-174P,102500.0,,
RN7SKP139,102472.0,0.9847915421276718,
RNU6-613P,103956.5,0.49270448303545733,
SNORD19C,107116.5,0.31314472659211834,
RNA5SP237,99736.0,0.20346123263462046,
RNY1P15,98919.5,0.22224628619954645,
RN7SKP221,108803.0,0.04759342220724703,
RNU2-29P,102374.0,0.9343244129473084,
RNU6-710P,101565.0,0.28374326867462774,
RNU2-20P,103590.5,0.23982111816633644,
RNU6-355P,102888.0,0.5869380572671845,
RNU6-1186P,102585.5,0.8868733720298575,
RNU4-34P,104974.5,0.27763711183858353,
SNORD12B,103855.5,0.7272183102220544,
SNORA36B,101677.0,0.6592903635979452,
RN7SKP202,101487.0,0.49721665510028,
RN7SKP127,99617.5,0.32376500905402006,
RN7SKP152,102548.0,0.9661969313671098,
RNA5SP44,99084.5,0.27586304437470754,
RNA5SP203,117845.5,0.000774537101684598,
RN7SKP158,105030.0,0.3904335261071181,
RN7SKP86,102315.5,0.9394220488694788,
RNU2-28P,92591.5,0.013141456499799925,
Y_RNA,102351.0,0.8902281025101217,
Y_RNA,102779.0,0.915131554467044,
RN7SKP229,101346.0,0.30341883135637016,
RNU6-554P,104075.5,0.6715605789874157,
RNU6-791P,101552.0,0.2770985379576464,
RN7SKP281,107875.5,0.059387312180217804,
RNU4-65P,103789.5,0.1882017983578793,
RNA5SP80,102193.0,0.8479546090291091,
Y_RNA,100721.0,0.25235123456211284,
RN7SKP125,104855.0,0.14803545797816262,
RNU2-59P,103860.0,0.5847508029279751,
RNA5SP274,102688.0,0.7690141517596814,
RNA5SP113,102023.0,0.6766495438674229,
RNA5SP511,100934.5,0.44492890441144706,
Y_RNA,90163.5,0.0041871234298737165,
RNU2-50P,104289.5,0.3748650147982805,
RNA5SP338,101964.0,0.6671205272341956,
RNA5SP231,102575.0,0.9269196971205269,
RNU6-955P,100756.0,0.23731351204762852,
Y_RNA,97950.5,0.030431155078722513,
RNU6-141P,109511.0,0.028065025333989496,
Y_RNA,103916.5,0.4725651009500581,
RN7SKP278,101858.0,0.5012236090516651,
RNU6-1077P,99682.0,0.3602054506669585,
RNU6-994P,102892.0,0.5830833106511911,
RNU2-26P,102863.0,0.7596230890760898,
RN7SKP56,102645.0,0.951723754814855,
RN7SKP150,107459.5,0.278440638800325,
RNU6-1140P,113688.0,0.00187000906006183,
RN7SKP143,101563.0,0.5010595447705808,
RN7SKP59,100829.5,0.18659106370406653,
RNA5SP296,97525.5,0.17022741092700533,
RNU6-121P,102273.0,0.7508224734692025,
RNA5SP293,102589.5,0.8815881395822533,
RN7SKP271,106365.5,0.3957137631042442,
RNU2-5P,94246.5,0.042025796752607605,
Y_RNA,102514.5,0.9946585538849315,
RNA5SP261,102387.5,0.8246149693252702,
RN7SKP7,102500.0,,
RNU2-23P,103444.5,0.6238955196937481,
RNU6-77P,102375.0,0.8677672960429004,
RNU6-285P,100744.0,0.3336987122541848,
SNORA79B,95873.5,0.14694146798571184,
RNU6-712P,102486.0,0.9805376465332452,
RN7SKP200,103281.0,0.4371929938077962,
RN7SKP177,102330.0,0.9211098032098344,
RNA5SP475,102655.0,0.902750613657443,
RNU4-25P,102500.0,,
Y_RNA,95332.5,0.06771729196050966,
Y_RNA,104211.5,0.3908070424604172,
Y_RNA,101924.0,0.7947589321317498,
Y_RNA,100061.0,0.3155525852734382,
RN7SKP223,101565.5,0.16766524639929026,
RN7SKP240,96740.5,0.13074391774806504,
RNA5SP451,101053.0,0.042559624677808404,
RNU6-519P,98377.0,0.2551872968815696,
RN7SKP109,101380.0,0.4990786822809401,
Y_RNA,98813.0,0.04960577584583808,
MIR1468,102075.0,0.506142076900768,
RNU6-705P,100120.5,0.5143681778813378,
RNU2-39P,100298.5,0.3699368755444842,
RN7SKP220,103184.5,0.3997265201130099,
RNU6-735P,102475.0,0.9749648238994028,
RNA5SP251,102569.0,0.9512681635379471,
RNA5SP60,100209.0,0.04499752227029111,
RNU6-1064P,104514.0,0.3098250239436354,
RNU4-43P,102800.0,0.44460447140559267,
RNU6-1025P,98891.5,0.1940160521394968,
RN7SKP61,103000.0,0.3229785694628664,
RNA5SP345,94704.5,0.05573903979720078,
Y_RNA,104646.0,0.20268084992154733,
RNU2-47P,101666.0,0.24257508584959853,
RNU2-66P,102386.5,0.8230748384514273,
RN7SKP222,102845.0,0.77121766719964,
RNA5SP494,96930.0,0.21191500437428035,
RN7SKP159,102785.5,0.6737447407219215,
RNU6-887P,103887.0,0.16753139408698903,
RN7SKP235,103108.0,0.8635689840075252,
RNU2-49P,101438.0,0.29066632059991604,
Y_RNA,110827.5,0.041964002029894386,
RNU6-628P,101037.5,0.6883398733255017,
RNA5SP504,103000.0,0.3229785694628664,
RNU4-69P,103478.0,0.35313634510615977,
RNU6-402P,100754.5,0.6098020560242547,
RNU2-52P,102791.0,0.9400327377719937,
Y_RNA,99873.5,0.02934091986852265,
Y_RNA,101296.0,0.6893662127114268,
RN7SKP27,102992.5,0.5105659193824246,
RN7SKP254,103485.0,0.2740029618298686,
RNU6-1100P,102978.5,0.6568602723120964,
RNU2-15P,101247.0,0.18913090957993128,
RNU2-48P,102560.5,0.9615641489845402,
RNU2-37P,98822.5,0.3543748178479824,
RNU2-42P,105181.0,0.26485511173357945,
RN7SKP131,102500.0,,
RNU6-1203P,105087.5,0.46679846717779294,
RN7SKP54,102500.0,,
RNU2-51P,101845.0,0.883966858612778,
RNU2-16P,103065.0,0.5539598275537401,
Y_RNA,101325.0,0.5316347243630437,
RNU2-70P,107252.0,0.20796761289978083,
RNU6-248P,102800.0,0.44460447140559267,
Y_RNA,99081.5,0.120704001704564,
RNU2-8P,103695.0,0.21044392324519723,
RNU4-55P,101767.5,0.32762382300704074,
RN7SKP123,101961.5,0.5077397741997661,
U3,100241.5,0.3116196264677116,
RNU6-394P,102286.0,0.6368405934261772,
RNA5SP146,103738.0,0.42576177761395495,
RN7SKP213,105233.0,0.23239388045649712,
RNU6-1267P,99375.0,0.29464354713217467,
RNA5SP38,100832.0,0.1444497336116737,
RN7SKP119,105303.5,0.3686384599052146,
RNU4-72P,100876.0,0.4375542461371179,
RNU6-733P,102631.0,0.9337075316584713,
RN7SKP120,103066.0,0.6067487553777697,
Y_RNA,102266.0,0.7952920284760611,
Y_RNA,104468.0,0.1197054942925897,
RN7SKP182,102965.0,0.6164362697769259,
RN7SKP39,102860.5,0.8659510466135637,
RN7SKP89,102274.0,0.8490442507714594,
